,0
1066,3.28145351441282e-309
1067,3.28145351441282e-309
1068,3.28145351441282e-309
1069,3.28145351441282e-309
1070,3.28145351441282e-309
1071,3.28145351441282e-309
1072,3.28145351441282e-309
1073,3.28145351441282e-309
1074,3.28145351441282e-309
1075,3.28145351441282e-309
1076,3.28145351441282e-309
1077,3.28145351441282e-309
1078,3.28145351441282e-309
1079,3.28145351441282e-309
1080,3.28145351441282e-309
1081,3.28145351441282e-309
1082,3.28145351441282e-309
1083,3.28145351441282e-309
1084,3.28145351441282e-309
1085,3.28145351441282e-309
1086,3.28145351441282e-309
1087,3.28145351441282e-309
1088,3.28145351441282e-309
1089,3.28145351441282e-309
1090,3.28145351441282e-309
1091,3.28145351441282e-309
1092,3.28145351441282e-309
1093,3.28145351441282e-309
1094,3.28145351441282e-309
1095,3.28145351441282e-309
1096,3.28145351441282e-309
1097,3.28145351441282e-309
1098,3.28145351441282e-309
1099,3.28145351441282e-309
1100,3.28145351441282e-309
1101,3.28145351441282e-309
1102,3.28145351441282e-309
1103,3.28145351441282e-309
1104,3.28145351441282e-309
1105,3.28145351441282e-309
1106,3.28145351441282e-309
1107,3.28145351441282e-309
1108,3.28145351441282e-309
1109,3.28145351441282e-309
1110,3.28145351441282e-309
1111,3.28145351441282e-309
1112,3.28145351441282e-309
1113,3.28145351441282e-309
1114,3.28145351441282e-309
1115,3.28145351441282e-309
1116,3.28145351441282e-309
1117,3.28145351441282e-309
1118,3.28145351441282e-309
1119,3.28145351441282e-309
1120,3.28145351441282e-309
1121,3.28145351441282e-309
1122,3.28145351441282e-309
1123,3.28145351441282e-309
1124,3.28145351441282e-309
1125,3.28145351441282e-309
1126,3.28145351441282e-309
1127,3.28145351441282e-309
1128,3.28145351441282e-309
1129,3.28145351441282e-309
1130,3.28145351441282e-309
1131,3.28145351441282e-309
1132,3.28145351441282e-309
1133,3.28145351441282e-309
1134,3.28145351441282e-309
1135,3.28145351441282e-309
1136,3.28145351441282e-309
1137,3.28145351441282e-309
1138,3.28145351441282e-309
1139,3.28145351441282e-309
1140,3.28145351441282e-309
1141,3.28145351441282e-309
1142,3.28145351441282e-309
1143,3.28145351441282e-309
1144,3.28145351441282e-309
1145,3.28145351441282e-309
1146,3.28145351441282e-309
1147,3.28145351441282e-309
1148,3.28145351441282e-309
1149,3.28145351441282e-309
1150,3.28145351441282e-309
1151,3.28145351441282e-309
1152,3.28145351441282e-309
1153,3.28145351441282e-309
1154,3.28145351441282e-309
1155,3.28145351441282e-309
1156,3.28145351441282e-309
1157,3.28145351441282e-309
1158,3.28145351441282e-309
1159,3.28145351441282e-309
1160,3.28145351441282e-309
1161,3.28145351441282e-309
1162,3.28145351441282e-309
1163,3.28145351441282e-309
1164,3.28145351441282e-309
1165,3.28145351441282e-309
1166,3.28145351441282e-309
1167,3.28145351441282e-309
1168,3.28145351441282e-309
1169,3.28145351441282e-309
1170,3.28145351441282e-309
1171,3.28145351441282e-309
1172,3.28145351441282e-309
1173,3.28145351441282e-309
1174,3.28145351441282e-309
1175,3.28145351441282e-309
1176,3.28145351441282e-309
1177,3.28145351441282e-309
1178,3.28145351441282e-309
1179,3.28145351441282e-309
1180,3.28145351441282e-309
1181,3.28145351441282e-309
1182,3.28145351441282e-309
1183,3.28145351441282e-309
1184,3.28145351441282e-309
1185,3.28145351441282e-309
1186,3.28145351441282e-309
1187,3.28145351441282e-309
1188,3.28145351441282e-309
1189,3.28145351441282e-309
1190,3.28145351441282e-309
1191,3.28145351441282e-309
1192,3.28145351441282e-309
1193,3.28145351441282e-309
1194,3.28145351441282e-309
1195,3.28145351441282e-309
1196,3.28145351441282e-309
1197,3.28145351441282e-309
1198,3.28145351441282e-309
1199,3.28145351441282e-309
1200,3.28145351441282e-309
1201,3.28145351441282e-309
1202,3.28145351441282e-309
1203,3.28145351441282e-309
1204,3.28145351441282e-309
1205,3.28145351441282e-309
1206,3.28145351441282e-309
1207,3.28145351441282e-309
1208,3.28145351441282e-309
1209,3.28145351441282e-309
1210,3.28145351441282e-309
1211,3.28145351441282e-309
1212,3.28145351441282e-309
1213,3.28145351441282e-309
1214,3.28145351441282e-309
1215,3.28145351441282e-309
1216,3.28145351441282e-309
1217,3.28145351441282e-309
1218,3.28145351441282e-309
1219,3.28145351441282e-309
1220,3.28145351441282e-309
1221,3.28145351441282e-309
1222,3.28145351441282e-309
1223,3.28145351441282e-309
1224,3.28145351441282e-309
1225,3.28145351441282e-309
1226,3.28145351441282e-309
1227,3.28145351441282e-309
1228,3.28145351441282e-309
1229,3.28145351441282e-309
1230,3.28145351441282e-309
1231,3.28145351441282e-309
1232,3.28145351441282e-309
1233,3.28145351441282e-309
1234,3.28145351441282e-309
1235,3.28145351441282e-309
1236,3.28145351441282e-309
1237,3.28145351441282e-309
1238,3.28145351441282e-309
1239,3.28145351441282e-309
1240,3.28145351441282e-309
1241,3.28145351441282e-309
1242,3.28145351441282e-309
1243,3.28145351441282e-309
1244,3.28145351441282e-309
1245,3.28145351441282e-309
1246,3.28145351441282e-309
1247,3.28145351441282e-309
1248,3.28145351441282e-309
1249,3.28145351441282e-309
1250,3.28145351441282e-309
1251,3.28145351441282e-309
1252,3.28145351441282e-309
1253,3.28145351441282e-309
1254,3.28145351441282e-309
1255,3.28145351441282e-309
1256,3.28145351441282e-309
1257,3.28145351441282e-309
1258,3.28145351441282e-309
1259,3.28145351441282e-309
1260,3.28145351441282e-309
1261,3.28145351441282e-309
1262,3.28145351441282e-309
1263,3.28145351441282e-309
1264,3.28145351441282e-309
1265,3.28145351441282e-309
1266,3.28145351441282e-309
1267,3.28145351441282e-309
1268,3.28145351441282e-309
1269,3.28145351441282e-309
1270,3.28145351441282e-309
1271,3.28145351441282e-309
1272,3.28145351441282e-309
1273,3.28145351441282e-309
1274,3.28145351441282e-309
1275,3.28145351441282e-309
1276,3.28145351441282e-309
1277,3.28145351441282e-309
1278,3.28145351441282e-309
1279,3.28145351441282e-309
1280,3.28145351441282e-309
1281,3.28145351441282e-309
1282,3.28145351441282e-309
1283,3.28145351441282e-309
1284,3.28145351441282e-309
1285,3.28145351441282e-309
1286,3.28145351441282e-309
1287,3.28145351441282e-309
1288,3.28145351441282e-309
1289,3.28145351441282e-309
1290,3.28145351441282e-309
1291,3.28145351441282e-309
1292,3.28145351441282e-309
1293,3.28145351441282e-309
1294,3.28145351441282e-309
1295,3.28145351441282e-309
1296,3.28145351441282e-309
1297,3.28145351441282e-309
1298,3.28145351441282e-309
1299,3.28145351441282e-309
1300,3.28145351441282e-309
1301,3.28145351441282e-309
1302,3.28145351441282e-309
1303,3.28145351441282e-309
1304,3.28145351441282e-309
1305,3.28145351441282e-309
1306,3.28145351441282e-309
1307,3.28145351441282e-309
1308,3.28145351441282e-309
1309,3.28145351441282e-309
1310,3.28145351441282e-309
1311,3.28145351441282e-309
1312,3.28145351441282e-309
1313,3.28145351441282e-309
1314,3.28145351441282e-309
1315,3.28145351441282e-309
1316,3.28145351441282e-309
1317,3.28145351441282e-309
1318,3.28145351441282e-309
1319,3.28145351441282e-309
1320,3.28145351441282e-309
1321,3.28145351441282e-309
1322,3.28145351441282e-309
1323,3.28145351441282e-309
1324,3.28145351441282e-309
1325,3.28145351441282e-309
1326,3.28145351441282e-309
1327,3.28145351441282e-309
1328,3.28145351441282e-309
1329,3.28145351441282e-309
1330,3.28145351441282e-309
1331,3.28145351441282e-309
1332,3.28145351441282e-309
1333,3.28145351441282e-309
1334,3.28145351441282e-309
1335,3.28145351441282e-309
1336,3.28145351441282e-309
1337,3.28145351441282e-309
1338,3.28145351441282e-309
1339,3.28145351441282e-309
1340,3.28145351441282e-309
1341,3.28145351441282e-309
1342,3.28145351441282e-309
1343,3.28145351441282e-309
1344,3.28145351441282e-309
1345,3.28145351441282e-309
1346,3.28145351441282e-309
1347,3.28145351441282e-309
1348,3.28145351441282e-309
1349,3.28145351441282e-309
1350,3.28145351441282e-309
1351,3.28145351441282e-309
1352,3.28145351441282e-309
1353,3.28145351441282e-309
1354,3.28145351441282e-309
1355,3.28145351441282e-309
1356,3.28145351441282e-309
1357,3.28145351441282e-309
1358,3.28145351441282e-309
1359,3.28145351441282e-309
1360,3.28145351441282e-309
1361,3.28145351441282e-309
1362,3.28145351441282e-309
1363,3.28145351441282e-309
1364,3.28145351441282e-309
1365,3.28145351441282e-309
1366,3.28145351441282e-309
1367,3.28145351441282e-309
1368,3.28145351441282e-309
1369,3.28145351441282e-309
1370,3.28145351441282e-309
1371,3.28145351441282e-309
1372,3.28145351441282e-309
1373,3.28145351441282e-309
1374,3.28145351441282e-309
1375,3.28145351441282e-309
1376,3.28145351441282e-309
1377,3.28145351441282e-309
1378,3.28145351441282e-309
1379,3.28145351441282e-309
1380,3.28145351441282e-309
1381,3.28145351441282e-309
1382,3.28145351441282e-309
1383,3.28145351441282e-309
1384,3.28145351441282e-309
1385,3.28145351441282e-309
1386,3.28145351441282e-309
1387,3.28145351441282e-309
1388,3.28145351441282e-309
1389,3.28145351441282e-309
1390,3.28145351441282e-309
1391,3.28145351441282e-309
1392,3.28145351441282e-309
1393,3.28145351441282e-309
1394,3.28145351441282e-309
1395,3.28145351441282e-309
1396,3.28145351441282e-309
1397,3.28145351441282e-309
1398,3.28145351441282e-309
1399,3.28145351441282e-309
1400,3.28145351441282e-309
1401,3.28145351441282e-309
1402,3.28145351441282e-309
1403,3.28145351441282e-309
1404,3.28145351441282e-309
1405,3.28145351441282e-309
1406,3.28145351441282e-309
1407,3.28145351441282e-309
1408,3.28145351441282e-309
1409,3.28145351441282e-309
1410,3.28145351441282e-309
1411,3.28145351441282e-309
1412,3.28145351441282e-309
1413,3.28145351441282e-309
1414,3.28145351441282e-309
1415,3.28145351441282e-309
1416,3.28145351441282e-309
1417,3.28145351441282e-309
1418,3.28145351441282e-309
1419,3.28145351441282e-309
1420,3.28145351441282e-309
1421,3.28145351441282e-309
1422,3.28145351441282e-309
1423,3.28145351441282e-309
1424,3.28145351441282e-309
1425,3.28145351441282e-309
1426,3.28145351441282e-309
1427,3.28145351441282e-309
1428,3.28145351441282e-309
1429,3.28145351441282e-309
1430,3.28145351441282e-309
1431,3.28145351441282e-309
1432,3.28145351441282e-309
1433,3.28145351441282e-309
1434,3.28145351441282e-309
1435,3.28145351441282e-309
1436,3.28145351441282e-309
1437,3.28145351441282e-309
1438,3.28145351441282e-309
1439,3.28145351441282e-309
1440,3.28145351441282e-309
1441,3.28145351441282e-309
1442,3.28145351441282e-309
1443,3.28145351441282e-309
1444,3.28145351441282e-309
1445,3.28145351441282e-309
1446,3.28145351441282e-309
1447,3.28145351441282e-309
1448,3.28145351441282e-309
1449,3.28145351441282e-309
1450,3.28145351441282e-309
1451,3.28145351441282e-309
1452,3.28145351441282e-309
1453,3.28145351441282e-309
1454,3.28145351441282e-309
1455,3.28145351441282e-309
1456,3.28145351441282e-309
1457,3.28145351441282e-309
1458,3.28145351441282e-309
1459,3.28145351441282e-309
1460,3.28145351441282e-309
1461,3.28145351441282e-309
1462,3.28145351441282e-309
1463,3.28145351441282e-309
1464,3.28145351441282e-309
1465,3.28145351441282e-309
1466,3.28145351441282e-309
1467,3.28145351441282e-309
1468,3.28145351441282e-309
1469,3.28145351441282e-309
1470,3.28145351441282e-309
1471,3.28145351441282e-309
1472,3.28145351441282e-309
1473,3.28145351441282e-309
1474,3.28145351441282e-309
1475,3.28145351441282e-309
1476,3.28145351441282e-309
1477,3.28145351441282e-309
1478,3.28145351441282e-309
1479,3.28145351441282e-309
1480,3.28145351441282e-309
1481,3.28145351441282e-309
1482,3.28145351441282e-309
1483,3.28145351441282e-309
1484,3.28145351441282e-309
1485,3.28145351441282e-309
1486,3.28145351441282e-309
1487,3.28145351441282e-309
1488,3.28145351441282e-309
1489,3.28145351441282e-309
1490,3.28145351441282e-309
1491,3.28145351441282e-309
1492,3.28145351441282e-309
1493,3.28145351441282e-309
1494,3.28145351441282e-309
1495,3.28145351441282e-309
1496,3.28145351441282e-309
1497,3.28145351441282e-309
1498,3.28145351441282e-309
1499,3.28145351441282e-309
1500,3.28145351441282e-309
1501,3.28145351441282e-309
1502,3.28145351441282e-309
1503,3.28145351441282e-309
1504,3.28145351441282e-309
1505,3.28145351441282e-309
1506,3.28145351441282e-309
1507,3.28145351441282e-309
1508,3.28145351441282e-309
1509,3.28145351441282e-309
1510,3.28145351441282e-309
1511,3.28145351441282e-309
1512,3.28145351441282e-309
1513,3.28145351441282e-309
1514,3.28145351441282e-309
1515,3.28145351441282e-309
1516,3.28145351441282e-309
1517,3.28145351441282e-309
1518,3.28145351441282e-309
1519,3.28145351441282e-309
1520,3.28145351441282e-309
1521,3.28145351441282e-309
1522,3.28145351441282e-309
1523,3.28145351441282e-309
1524,3.28145351441282e-309
1525,3.28145351441282e-309
1526,3.28145351441282e-309
1527,3.28145351441282e-309
1528,3.28145351441282e-309
1529,3.28145351441282e-309
1530,3.28145351441282e-309
1531,3.28145351441282e-309
1532,3.28145351441282e-309
1533,3.28145351441282e-309
1534,3.28145351441282e-309
1535,3.28145351441282e-309
1536,3.28145351441282e-309
1537,3.28145351441282e-309
1538,3.28145351441282e-309
1539,3.28145351441282e-309
1540,3.28145351441282e-309
1541,3.28145351441282e-309
1542,3.28145351441282e-309
1543,3.28145351441282e-309
1544,3.28145351441282e-309
1545,3.28145351441282e-309
1546,3.28145351441282e-309
1547,3.28145351441282e-309
1548,3.28145351441282e-309
1549,3.28145351441282e-309
1550,3.28145351441282e-309
1551,3.28145351441282e-309
1552,3.28145351441282e-309
1553,3.28145351441282e-309
1554,3.28145351441282e-309
1555,3.28145351441282e-309
1556,3.28145351441282e-309
1557,3.28145351441282e-309
1558,3.28145351441282e-309
1559,3.28145351441282e-309
1560,3.28145351441282e-309
1561,3.28145351441282e-309
1562,3.28145351441282e-309
1563,3.28145351441282e-309
1564,3.28145351441282e-309
1565,3.28145351441282e-309
1566,3.28145351441282e-309
1567,3.28145351441282e-309
1568,3.28145351441282e-309
1569,3.28145351441282e-309
1570,3.28145351441282e-309
1571,3.28145351441282e-309
1572,3.28145351441282e-309
1573,3.28145351441282e-309
1574,3.28145351441282e-309
1575,3.28145351441282e-309
1576,3.28145351441282e-309
1577,3.28145351441282e-309
1578,3.28145351441282e-309
1579,3.28145351441282e-309
1580,3.28145351441282e-309
1581,3.28145351441282e-309
1582,3.28145351441282e-309
1583,3.28145351441282e-309
1584,3.28145351441282e-309
1585,3.28145351441282e-309
1586,3.28145351441282e-309
1587,3.28145351441282e-309
1588,3.28145351441282e-309
1589,3.28145351441282e-309
1590,3.28145351441282e-309
1591,3.28145351441282e-309
1592,3.28145351441282e-309
1593,3.28145351441282e-309
1594,3.28145351441282e-309
1595,3.28145351441282e-309
1596,3.28145351441282e-309
1597,3.28145351441282e-309
1598,3.28145351441282e-309
1599,3.28145351441282e-309
1600,3.28145351441282e-309
1601,3.28145351441282e-309
1602,3.28145351441282e-309
1603,3.28145351441282e-309
1604,3.28145351441282e-309
1605,3.28145351441282e-309
1606,3.28145351441282e-309
1607,3.28145351441282e-309
1608,3.28145351441282e-309
1609,3.28145351441282e-309
1610,3.28145351441282e-309
1611,3.28145351441282e-309
1612,3.28145351441282e-309
1613,3.28145351441282e-309
1614,3.28145351441282e-309
1615,3.28145351441282e-309
1616,3.28145351441282e-309
1617,3.28145351441282e-309
1618,3.28145351441282e-309
1619,3.28145351441282e-309
1620,3.28145351441282e-309
1621,3.28145351441282e-309
1622,3.28145351441282e-309
1623,3.28145351441282e-309
1624,3.28145351441282e-309
1625,3.28145351441282e-309
1626,3.28145351441282e-309
1627,3.28145351441282e-309
1628,3.28145351441282e-309
1629,3.28145351441282e-309
1630,3.28145351441282e-309
1631,3.28145351441282e-309
1632,3.28145351441282e-309
1633,3.28145351441282e-309
1634,3.28145351441282e-309
1635,3.28145351441282e-309
1636,3.28145351441282e-309
1637,3.28145351441282e-309
1638,3.28145351441282e-309
1639,3.28145351441282e-309
1640,3.28145351441282e-309
1641,3.28145351441282e-309
1642,3.28145351441282e-309
1643,3.28145351441282e-309
1644,3.28145351441282e-309
1645,3.28145351441282e-309
1646,3.28145351441282e-309
1647,3.28145351441282e-309
1648,3.28145351441282e-309
1649,3.28145351441282e-309
1650,3.28145351441282e-309
1651,3.28145351441282e-309
1652,3.28145351441282e-309
1653,3.28145351441282e-309
1654,3.28145351441282e-309
1655,3.28145351441282e-309
1656,3.28145351441282e-309
1657,3.28145351441282e-309
1658,3.28145351441282e-309
1659,3.28145351441282e-309
1660,3.28145351441282e-309
1661,3.28145351441282e-309
1662,3.28145351441282e-309
1663,3.28145351441282e-309
1664,3.28145351441282e-309
1665,3.28145351441282e-309
1666,3.28145351441282e-309
1667,3.28145351441282e-309
1668,3.28145351441282e-309
1669,3.28145351441282e-309
1670,3.28145351441282e-309
1671,3.28145351441282e-309
1672,3.28145351441282e-309
1673,3.28145351441282e-309
1674,3.28145351441282e-309
1675,3.28145351441282e-309
1676,3.28145351441282e-309
1677,3.28145351441282e-309
1678,3.28145351441282e-309
1679,3.28145351441282e-309
1680,3.28145351441282e-309
1681,3.28145351441282e-309
1682,3.28145351441282e-309
1683,3.28145351441282e-309
1684,3.28145351441282e-309
1685,3.28145351441282e-309
1686,3.28145351441282e-309
1687,3.28145351441282e-309
1688,3.28145351441282e-309
1689,3.28145351441282e-309
1690,3.28145351441282e-309
1691,3.28145351441282e-309
1692,3.28145351441282e-309
1693,3.28145351441282e-309
1694,3.28145351441282e-309
1695,3.28145351441282e-309
1696,3.28145351441282e-309
1697,3.28145351441282e-309
1698,3.28145351441282e-309
1699,3.28145351441282e-309
1700,3.28145351441282e-309
1701,3.28145351441282e-309
1702,3.28145351441282e-309
1703,3.28145351441282e-309
1704,3.28145351441282e-309
1705,3.28145351441282e-309
1706,3.28145351441282e-309
1707,3.28145351441282e-309
1708,3.28145351441282e-309
1709,3.28145351441282e-309
1710,3.28145351441282e-309
1711,3.28145351441282e-309
1712,3.28145351441282e-309
1713,3.28145351441282e-309
1714,3.28145351441282e-309
1715,3.28145351441282e-309
1716,3.28145351441282e-309
1717,3.28145351441282e-309
1718,3.28145351441282e-309
1719,3.28145351441282e-309
1720,3.28145351441282e-309
1721,3.28145351441282e-309
1722,3.28145351441282e-309
1723,3.28145351441282e-309
1724,3.28145351441282e-309
1725,3.28145351441282e-309
1726,3.28145351441282e-309
1727,3.28145351441282e-309
1728,3.28145351441282e-309
1729,3.28145351441282e-309
1730,3.28145351441282e-309
1731,3.28145351441282e-309
1732,3.28145351441282e-309
1733,3.28145351441282e-309
1734,3.28145351441282e-309
1735,3.28145351441282e-309
1736,3.28145351441282e-309
1737,3.28145351441282e-309
1738,3.28145351441282e-309
1739,3.28145351441282e-309
1740,3.28145351441282e-309
1741,3.28145351441282e-309
1742,3.28145351441282e-309
1743,3.28145351441282e-309
1744,3.28145351441282e-309
1745,3.28145351441282e-309
1746,3.28145351441282e-309
1747,3.28145351441282e-309
1748,3.28145351441282e-309
1749,3.28145351441282e-309
1750,3.28145351441282e-309
1751,3.28145351441282e-309
1752,3.28145351441282e-309
1753,3.28145351441282e-309
1754,3.28145351441282e-309
1755,3.28145351441282e-309
1756,3.28145351441282e-309
1757,3.28145351441282e-309
1758,3.28145351441282e-309
1759,3.28145351441282e-309
1760,3.28145351441282e-309
1761,3.28145351441282e-309
1762,3.28145351441282e-309
1763,3.28145351441282e-309
1764,3.28145351441282e-309
1765,3.28145351441282e-309
1766,3.28145351441282e-309
1767,3.28145351441282e-309
1768,3.28145351441282e-309
1769,3.28145351441282e-309
1770,3.28145351441282e-309
1771,3.28145351441282e-309
1772,3.28145351441282e-309
1773,3.28145351441282e-309
1774,3.28145351441282e-309
1775,3.28145351441282e-309
1776,3.28145351441282e-309
1777,3.28145351441282e-309
1778,3.28145351441282e-309
1779,3.28145351441282e-309
1780,3.28145351441282e-309
1781,3.28145351441282e-309
1782,3.28145351441282e-309
1783,3.28145351441282e-309
1784,3.28145351441282e-309
1785,3.28145351441282e-309
1786,3.28145351441282e-309
1787,3.28145351441282e-309
1788,3.28145351441282e-309
1789,3.28145351441282e-309
1790,3.28145351441282e-309
1791,3.28145351441282e-309
1792,3.28145351441282e-309
1793,3.28145351441282e-309
1794,3.28145351441282e-309
1795,3.28145351441282e-309
1796,3.28145351441282e-309
1797,3.28145351441282e-309
1798,3.28145351441282e-309
1799,3.28145351441282e-309
1800,3.28145351441282e-309
1801,3.28145351441282e-309
1802,3.28145351441282e-309
1803,3.28145351441282e-309
1804,3.28145351441282e-309
1805,3.28145351441282e-309
1806,3.28145351441282e-309
1807,3.28145351441282e-309
1808,3.28145351441282e-309
1809,3.28145351441282e-309
1810,3.28145351441282e-309
1811,3.28145351441282e-309
1812,3.28145351441282e-309
1813,3.28145351441282e-309
1814,3.28145351441282e-309
1815,3.28145351441282e-309
1816,3.28145351441282e-309
1817,3.28145351441282e-309
1818,3.28145351441282e-309
1819,3.28145351441282e-309
1820,3.28145351441282e-309
1821,3.28145351441282e-309
1822,3.28145351441282e-309
1823,3.28145351441282e-309
1824,3.28145351441282e-309
1825,3.28145351441282e-309
1826,3.28145351441282e-309
1827,3.28145351441282e-309
1828,3.28145351441282e-309
1829,3.28145351441282e-309
1830,3.28145351441282e-309
1831,3.28145351441282e-309
1832,3.28145351441282e-309
1833,3.28145351441282e-309
1834,3.28145351441282e-309
1835,3.28145351441282e-309
1836,3.28145351441282e-309
1837,3.28145351441282e-309
1838,3.28145351441282e-309
1839,3.28145351441282e-309
1840,3.28145351441282e-309
1841,3.28145351441282e-309
1842,3.28145351441282e-309
1843,3.28145351441282e-309
1844,3.28145351441282e-309
1845,3.28145351441282e-309
1846,3.28145351441282e-309
1847,3.28145351441282e-309
1848,3.28145351441282e-309
1849,3.28145351441282e-309
1850,3.28145351441282e-309
1851,3.28145351441282e-309
1852,3.28145351441282e-309
1853,3.28145351441282e-309
1854,3.28145351441282e-309
1855,3.28145351441282e-309
1856,3.28145351441282e-309
1857,3.28145351441282e-309
1858,3.28145351441282e-309
1859,3.28145351441282e-309
1860,3.28145351441282e-309
1861,3.28145351441282e-309
1862,3.28145351441282e-309
1863,3.28145351441282e-309
1864,3.28145351441282e-309
1865,3.28145351441282e-309
1866,3.28145351441282e-309
1867,3.28145351441282e-309
1868,3.28145351441282e-309
1869,3.28145351441282e-309
1870,3.28145351441282e-309
1871,3.28145351441282e-309
1872,3.28145351441282e-309
1873,3.28145351441282e-309
1874,3.28145351441282e-309
1875,3.28145351441282e-309
1876,3.28145351441282e-309
1877,3.28145351441282e-309
1878,3.28145351441282e-309
1879,3.28145351441282e-309
1880,3.28145351441282e-309
1881,3.28145351441282e-309
1882,3.28145351441282e-309
1883,3.28145351441282e-309
1884,3.28145351441282e-309
1885,3.28145351441282e-309
1886,3.28145351441282e-309
1887,3.28145351441282e-309
1888,3.28145351441282e-309
1889,3.28145351441282e-309
1890,3.28145351441282e-309
1891,3.28145351441282e-309
1892,3.28145351441282e-309
1893,3.28145351441282e-309
1894,3.28145351441282e-309
1895,3.28145351441282e-309
1896,3.28145351441282e-309
1897,3.28145351441282e-309
1898,3.28145351441282e-309
1899,3.28145351441282e-309
1900,3.28145351441282e-309
1901,3.28145351441282e-309
1902,3.28145351441282e-309
1903,3.28145351441282e-309
1904,3.28145351441282e-309
1905,3.28145351441282e-309
1906,3.28145351441282e-309
1907,3.28145351441282e-309
1908,3.28145351441282e-309
1909,3.28145351441282e-309
1910,3.28145351441282e-309
1911,3.28145351441282e-309
1912,3.28145351441282e-309
1913,3.28145351441282e-309
1914,3.28145351441282e-309
1915,3.28145351441282e-309
1916,3.28145351441282e-309
1917,3.28145351441282e-309
1918,3.28145351441282e-309
1919,3.28145351441282e-309
1920,3.28145351441282e-309
1921,3.28145351441282e-309
1922,3.28145351441282e-309
1923,3.28145351441282e-309
1924,3.28145351441282e-309
1925,3.28145351441282e-309
1926,3.28145351441282e-309
1927,3.28145351441282e-309
1928,3.28145351441282e-309
1929,3.28145351441282e-309
1930,3.28145351441282e-309
1931,3.28145351441282e-309
1932,3.28145351441282e-309
1933,3.28145351441282e-309
1934,3.28145351441282e-309
1935,3.28145351441282e-309
1936,3.28145351441282e-309
1937,3.28145351441282e-309
1938,3.28145351441282e-309
1939,3.28145351441282e-309
1940,3.28145351441282e-309
1941,3.28145351441282e-309
1942,3.28145351441282e-309
1943,3.28145351441282e-309
1944,3.28145351441282e-309
1945,3.28145351441282e-309
1946,3.28145351441282e-309
1947,3.28145351441282e-309
1948,3.28145351441282e-309
1949,3.28145351441282e-309
1950,3.28145351441282e-309
1951,3.28145351441282e-309
1952,3.28145351441282e-309
1953,3.28145351441282e-309
1954,3.28145351441282e-309
1955,3.28145351441282e-309
1956,3.28145351441282e-309
1957,3.28145351441282e-309
1958,3.28145351441282e-309
1959,3.28145351441282e-309
1960,3.28145351441282e-309
1961,3.28145351441282e-309
1962,3.28145351441282e-309
1963,3.28145351441282e-309
1964,3.28145351441282e-309
1965,3.28145351441282e-309
1966,3.28145351441282e-309
1967,3.28145351441282e-309
1968,3.28145351441282e-309
1969,3.28145351441282e-309
1970,3.28145351441282e-309
1971,3.28145351441282e-309
1972,3.28145351441282e-309
1973,3.28145351441282e-309
1974,3.28145351441282e-309
1975,3.28145351441282e-309
1976,3.28145351441282e-309
1977,3.28145351441282e-309
1978,3.28145351441282e-309
1979,3.28145351441282e-309
1980,3.28145351441282e-309
1981,3.28145351441282e-309
1982,3.28145351441282e-309
1983,3.28145351441282e-309
1984,3.28145351441282e-309
1985,3.28145351441282e-309
1986,3.28145351441282e-309
1987,3.28145351441282e-309
1988,3.28145351441282e-309
1989,3.28145351441282e-309
1990,3.28145351441282e-309
1991,3.28145351441282e-309
1992,3.28145351441282e-309
1993,3.28145351441282e-309
1994,3.28145351441282e-309
1995,3.28145351441282e-309
1996,3.28145351441282e-309
1997,3.28145351441282e-309
1998,3.28145351441282e-309
1999,3.28145351441282e-309
2000,3.28145351441282e-309
2001,3.28145351441282e-309
2002,3.28145351441282e-309
2003,3.28145351441282e-309
2004,3.28145351441282e-309
2005,3.28145351441282e-309
2006,3.28145351441282e-309
2007,3.28145351441282e-309
2008,3.28145351441282e-309
2009,3.28145351441282e-309
2010,3.28145351441282e-309
2011,3.28145351441282e-309
2012,3.28145351441282e-309
2013,3.28145351441282e-309
2014,3.28145351441282e-309
2015,3.28145351441282e-309
2016,3.28145351441282e-309
2017,3.28145351441282e-309
2018,3.28145351441282e-309
2019,3.28145351441282e-309
2020,3.28145351441282e-309
2021,3.28145351441282e-309
2022,3.28145351441282e-309
2023,3.28145351441282e-309
2024,3.28145351441282e-309
2025,3.28145351441282e-309
2026,3.28145351441282e-309
2027,3.28145351441282e-309
2028,3.28145351441282e-309
2029,3.28145351441282e-309
2030,3.28145351441282e-309
2031,3.28145351441282e-309
2032,3.28145351441282e-309
2033,3.28145351441282e-309
2034,3.28145351441282e-309
2035,3.28145351441282e-309
2036,3.28145351441282e-309
2037,3.28145351441282e-309
2038,3.28145351441282e-309
2039,3.28145351441282e-309
2040,3.28145351441282e-309
2041,3.28145351441282e-309
2042,3.28145351441282e-309
2043,3.28145351441282e-309
2044,3.28145351441282e-309
2045,3.28145351441282e-309
2046,3.28145351441282e-309
2047,3.28145351441282e-309
2048,3.28145351441282e-309
2049,3.28145351441282e-309
2050,3.28145351441282e-309
2051,3.28145351441282e-309
2052,3.28145351441282e-309
2053,3.28145351441282e-309
2054,3.28145351441282e-309
2055,3.28145351441282e-309
2056,3.28145351441282e-309
2057,3.28145351441282e-309
2058,3.28145351441282e-309
2059,3.28145351441282e-309
2060,3.28145351441282e-309
2061,3.28145351441282e-309
2062,3.28145351441282e-309
2063,3.28145351441282e-309
2064,3.28145351441282e-309
