,0
99,7.369304512641975e-238
100,3.29138169370916e-240
101,1.4700428561609215e-242
102,6.565710695541322e-245
103,2.9324694009350465e-247
104,1.309740435755121e-249
105,5.849745639306041e-252
106,2.6126950890735026e-254
107,1.1669183669460526e-256
108,5.211853770501647e-259
109,2.3277909144737213e-261
110,1.0396704858018761e-263
111,4.643521513580659e-266
112,2.0739544251326768e-268
113,9.262984881080405e-271
114,4.1371636650908974e-273
115,1.8477978115572588e-275
116,8.252892630778701e-278
117,3.6860221583317186e-280
118,1.6463026916212822e-282
119,7.352946987344886e-285
120,3.284075867328276e-287
121,1.4667798259568899e-289
122,6.551136894362196e-292
123,2.9259602463294184e-294
124,1.3068332262247197e-296
125,5.836761054110473e-299
126,2.6068957323038388e-301
127,1.1643281772374865e-303
128,5.200285103506077e-306
129,2.3226239548638265e-308
130,3.28145351441282e-309
131,3.28145351441282e-309
132,3.28145351441282e-309
133,3.28145351441282e-309
134,3.28145351441282e-309
135,3.28145351441282e-309
136,3.28145351441282e-309
137,3.28145351441282e-309
138,3.28145351441282e-309
139,3.28145351441282e-309
140,3.28145351441282e-309
141,3.28145351441282e-309
142,3.28145351441282e-309
143,3.28145351441282e-309
144,3.28145351441282e-309
145,3.28145351441282e-309
146,3.28145351441282e-309
147,3.28145351441282e-309
148,3.28145351441282e-309
149,3.28145351441282e-309
150,3.28145351441282e-309
151,3.28145351441282e-309
152,3.28145351441282e-309
153,3.28145351441282e-309
154,3.28145351441282e-309
155,3.28145351441282e-309
156,3.28145351441282e-309
157,3.28145351441282e-309
158,3.28145351441282e-309
159,3.28145351441282e-309
160,3.28145351441282e-309
161,3.28145351441282e-309
162,3.28145351441282e-309
163,3.28145351441282e-309
164,3.28145351441282e-309
165,3.28145351441282e-309
166,3.28145351441282e-309
167,3.28145351441282e-309
168,3.28145351441282e-309
169,3.28145351441282e-309
170,3.28145351441282e-309
171,3.28145351441282e-309
172,3.28145351441282e-309
173,3.28145351441282e-309
174,3.28145351441282e-309
175,3.28145351441282e-309
176,3.28145351441282e-309
177,3.28145351441282e-309
178,3.28145351441282e-309
179,3.28145351441282e-309
180,3.28145351441282e-309
181,3.28145351441282e-309
182,3.28145351441282e-309
183,3.28145351441282e-309
184,3.28145351441282e-309
185,3.28145351441282e-309
186,3.28145351441282e-309
187,3.28145351441282e-309
188,3.28145351441282e-309
189,3.28145351441282e-309
190,3.28145351441282e-309
191,3.28145351441282e-309
192,3.28145351441282e-309
193,3.28145351441282e-309
194,3.28145351441282e-309
195,3.28145351441282e-309
196,3.28145351441282e-309
197,3.28145351441282e-309
198,3.28145351441282e-309
199,3.28145351441282e-309
200,3.28145351441282e-309
201,3.28145351441282e-309
202,3.28145351441282e-309
203,3.28145351441282e-309
204,3.28145351441282e-309
205,3.28145351441282e-309
206,3.28145351441282e-309
207,3.28145351441282e-309
208,3.28145351441282e-309
209,3.28145351441282e-309
210,3.28145351441282e-309
211,3.28145351441282e-309
212,3.28145351441282e-309
213,3.28145351441282e-309
214,3.28145351441282e-309
215,3.28145351441282e-309
216,3.28145351441282e-309
217,3.28145351441282e-309
218,3.28145351441282e-309
219,3.28145351441282e-309
220,3.28145351441282e-309
221,3.28145351441282e-309
222,3.28145351441282e-309
223,3.28145351441282e-309
224,3.28145351441282e-309
225,3.28145351441282e-309
226,3.28145351441282e-309
227,3.28145351441282e-309
228,3.28145351441282e-309
229,3.28145351441282e-309
230,3.28145351441282e-309
231,3.28145351441282e-309
232,3.28145351441282e-309
233,3.28145351441282e-309
234,3.28145351441282e-309
235,3.28145351441282e-309
236,3.28145351441282e-309
237,3.28145351441282e-309
238,3.28145351441282e-309
239,3.28145351441282e-309
240,3.28145351441282e-309
241,3.28145351441282e-309
242,3.28145351441282e-309
243,3.28145351441282e-309
244,3.28145351441282e-309
245,3.28145351441282e-309
246,3.28145351441282e-309
247,3.28145351441282e-309
248,3.28145351441282e-309
249,3.28145351441282e-309
250,3.28145351441282e-309
251,3.28145351441282e-309
252,3.28145351441282e-309
253,3.28145351441282e-309
254,3.28145351441282e-309
255,3.28145351441282e-309
256,3.28145351441282e-309
257,3.28145351441282e-309
258,3.28145351441282e-309
259,3.28145351441282e-309
260,3.28145351441282e-309
261,3.28145351441282e-309
262,3.28145351441282e-309
263,3.28145351441282e-309
264,3.28145351441282e-309
265,3.28145351441282e-309
266,3.28145351441282e-309
267,3.28145351441282e-309
268,3.28145351441282e-309
269,3.28145351441282e-309
270,3.28145351441282e-309
271,3.28145351441282e-309
272,3.28145351441282e-309
273,3.28145351441282e-309
274,3.28145351441282e-309
275,3.28145351441282e-309
276,3.28145351441282e-309
277,3.28145351441282e-309
278,3.28145351441282e-309
279,3.28145351441282e-309
280,3.28145351441282e-309
281,3.28145351441282e-309
282,3.28145351441282e-309
283,3.28145351441282e-309
284,3.28145351441282e-309
285,3.28145351441282e-309
286,3.28145351441282e-309
287,3.28145351441282e-309
288,3.28145351441282e-309
289,3.28145351441282e-309
290,3.28145351441282e-309
291,3.28145351441282e-309
292,3.28145351441282e-309
293,3.28145351441282e-309
294,3.28145351441282e-309
295,3.28145351441282e-309
296,3.28145351441282e-309
297,3.28145351441282e-309
298,3.28145351441282e-309
299,3.28145351441282e-309
300,3.28145351441282e-309
301,3.28145351441282e-309
302,3.28145351441282e-309
303,3.28145351441282e-309
304,3.28145351441282e-309
305,3.28145351441282e-309
306,3.28145351441282e-309
307,3.28145351441282e-309
308,3.28145351441282e-309
309,3.28145351441282e-309
310,3.28145351441282e-309
311,3.28145351441282e-309
312,3.28145351441282e-309
313,3.28145351441282e-309
314,3.28145351441282e-309
315,3.28145351441282e-309
316,3.28145351441282e-309
317,3.28145351441282e-309
318,3.28145351441282e-309
319,3.28145351441282e-309
320,3.28145351441282e-309
321,3.28145351441282e-309
322,3.28145351441282e-309
323,3.28145351441282e-309
324,3.28145351441282e-309
325,3.28145351441282e-309
326,3.28145351441282e-309
327,3.28145351441282e-309
328,3.28145351441282e-309
329,3.28145351441282e-309
330,3.28145351441282e-309
331,3.28145351441282e-309
332,3.28145351441282e-309
333,3.28145351441282e-309
334,3.28145351441282e-309
335,3.28145351441282e-309
336,3.28145351441282e-309
337,3.28145351441282e-309
338,3.28145351441282e-309
339,3.28145351441282e-309
340,3.28145351441282e-309
341,3.28145351441282e-309
342,3.28145351441282e-309
343,3.28145351441282e-309
344,3.28145351441282e-309
345,3.28145351441282e-309
346,3.28145351441282e-309
347,3.28145351441282e-309
348,3.28145351441282e-309
349,3.28145351441282e-309
350,3.28145351441282e-309
351,3.28145351441282e-309
352,3.28145351441282e-309
353,3.28145351441282e-309
354,3.28145351441282e-309
355,3.28145351441282e-309
356,3.28145351441282e-309
357,3.28145351441282e-309
358,3.28145351441282e-309
359,3.28145351441282e-309
360,3.28145351441282e-309
361,3.28145351441282e-309
362,3.28145351441282e-309
363,3.28145351441282e-309
364,3.28145351441282e-309
365,3.28145351441282e-309
366,3.28145351441282e-309
367,3.28145351441282e-309
368,3.28145351441282e-309
369,3.28145351441282e-309
370,3.28145351441282e-309
371,3.28145351441282e-309
372,3.28145351441282e-309
373,3.28145351441282e-309
374,3.28145351441282e-309
375,3.28145351441282e-309
376,3.28145351441282e-309
377,3.28145351441282e-309
378,3.28145351441282e-309
379,3.28145351441282e-309
380,3.28145351441282e-309
381,3.28145351441282e-309
382,3.28145351441282e-309
383,3.28145351441282e-309
384,3.28145351441282e-309
385,3.28145351441282e-309
386,3.28145351441282e-309
387,3.28145351441282e-309
388,3.28145351441282e-309
389,3.28145351441282e-309
390,3.28145351441282e-309
391,3.28145351441282e-309
392,3.28145351441282e-309
393,3.28145351441282e-309
394,3.28145351441282e-309
395,3.28145351441282e-309
396,3.28145351441282e-309
397,3.28145351441282e-309
398,3.28145351441282e-309
399,3.28145351441282e-309
400,3.28145351441282e-309
401,3.28145351441282e-309
402,3.28145351441282e-309
403,3.28145351441282e-309
404,3.28145351441282e-309
405,3.28145351441282e-309
406,3.28145351441282e-309
407,3.28145351441282e-309
408,3.28145351441282e-309
409,3.28145351441282e-309
410,3.28145351441282e-309
411,3.28145351441282e-309
412,3.28145351441282e-309
413,3.28145351441282e-309
414,3.28145351441282e-309
415,3.28145351441282e-309
416,3.28145351441282e-309
417,3.28145351441282e-309
418,3.28145351441282e-309
419,3.28145351441282e-309
420,3.28145351441282e-309
421,3.28145351441282e-309
422,3.28145351441282e-309
423,3.28145351441282e-309
424,3.28145351441282e-309
425,3.28145351441282e-309
426,3.28145351441282e-309
427,3.28145351441282e-309
428,3.28145351441282e-309
429,3.28145351441282e-309
430,3.28145351441282e-309
431,3.28145351441282e-309
432,3.28145351441282e-309
433,3.28145351441282e-309
434,3.28145351441282e-309
435,3.28145351441282e-309
436,3.28145351441282e-309
437,3.28145351441282e-309
438,3.28145351441282e-309
439,3.28145351441282e-309
440,3.28145351441282e-309
441,3.28145351441282e-309
442,3.28145351441282e-309
443,3.28145351441282e-309
444,3.28145351441282e-309
445,3.28145351441282e-309
446,3.28145351441282e-309
447,3.28145351441282e-309
448,3.28145351441282e-309
449,3.28145351441282e-309
450,3.28145351441282e-309
451,3.28145351441282e-309
452,3.28145351441282e-309
453,3.28145351441282e-309
454,3.28145351441282e-309
455,3.28145351441282e-309
456,3.28145351441282e-309
457,3.28145351441282e-309
458,3.28145351441282e-309
459,3.28145351441282e-309
460,3.28145351441282e-309
461,3.28145351441282e-309
462,3.28145351441282e-309
463,3.28145351441282e-309
464,3.28145351441282e-309
465,3.28145351441282e-309
466,3.28145351441282e-309
467,3.28145351441282e-309
468,3.28145351441282e-309
469,3.28145351441282e-309
470,3.28145351441282e-309
471,3.28145351441282e-309
472,3.28145351441282e-309
473,3.28145351441282e-309
474,3.28145351441282e-309
475,3.28145351441282e-309
476,3.28145351441282e-309
477,3.28145351441282e-309
478,3.28145351441282e-309
479,3.28145351441282e-309
480,3.28145351441282e-309
481,3.28145351441282e-309
482,3.28145351441282e-309
483,3.28145351441282e-309
484,3.28145351441282e-309
485,3.28145351441282e-309
486,3.28145351441282e-309
487,3.28145351441282e-309
488,3.28145351441282e-309
489,3.28145351441282e-309
490,3.28145351441282e-309
491,3.28145351441282e-309
492,3.28145351441282e-309
493,3.28145351441282e-309
494,3.28145351441282e-309
495,3.28145351441282e-309
496,3.28145351441282e-309
497,3.28145351441282e-309
498,3.28145351441282e-309
499,3.28145351441282e-309
500,3.28145351441282e-309
501,3.28145351441282e-309
502,3.28145351441282e-309
503,3.28145351441282e-309
504,3.28145351441282e-309
505,3.28145351441282e-309
506,3.28145351441282e-309
507,3.28145351441282e-309
508,3.28145351441282e-309
509,3.28145351441282e-309
510,3.28145351441282e-309
511,3.28145351441282e-309
512,3.28145351441282e-309
513,3.28145351441282e-309
514,3.28145351441282e-309
515,3.28145351441282e-309
516,3.28145351441282e-309
517,3.28145351441282e-309
518,3.28145351441282e-309
519,3.28145351441282e-309
520,3.28145351441282e-309
521,3.28145351441282e-309
522,3.28145351441282e-309
523,3.28145351441282e-309
524,3.28145351441282e-309
525,3.28145351441282e-309
526,3.28145351441282e-309
527,3.28145351441282e-309
528,3.28145351441282e-309
529,3.28145351441282e-309
530,3.28145351441282e-309
531,3.28145351441282e-309
532,3.28145351441282e-309
533,3.28145351441282e-309
534,3.28145351441282e-309
535,3.28145351441282e-309
536,3.28145351441282e-309
537,3.28145351441282e-309
538,3.28145351441282e-309
539,3.28145351441282e-309
540,3.28145351441282e-309
541,3.28145351441282e-309
542,3.28145351441282e-309
543,3.28145351441282e-309
544,3.28145351441282e-309
545,3.28145351441282e-309
546,3.28145351441282e-309
547,3.28145351441282e-309
548,3.28145351441282e-309
549,3.28145351441282e-309
550,3.28145351441282e-309
551,3.28145351441282e-309
552,3.28145351441282e-309
553,3.28145351441282e-309
554,3.28145351441282e-309
555,3.28145351441282e-309
556,3.28145351441282e-309
557,3.28145351441282e-309
558,3.28145351441282e-309
559,3.28145351441282e-309
560,3.28145351441282e-309
561,3.28145351441282e-309
562,3.28145351441282e-309
563,3.28145351441282e-309
564,3.28145351441282e-309
565,3.28145351441282e-309
566,3.28145351441282e-309
567,3.28145351441282e-309
568,3.28145351441282e-309
569,3.28145351441282e-309
570,3.28145351441282e-309
571,3.28145351441282e-309
572,3.28145351441282e-309
573,3.28145351441282e-309
574,3.28145351441282e-309
575,3.28145351441282e-309
576,3.28145351441282e-309
577,3.28145351441282e-309
578,3.28145351441282e-309
579,3.28145351441282e-309
580,3.28145351441282e-309
581,3.28145351441282e-309
582,3.28145351441282e-309
583,3.28145351441282e-309
584,3.28145351441282e-309
585,3.28145351441282e-309
586,3.28145351441282e-309
587,3.28145351441282e-309
588,3.28145351441282e-309
589,3.28145351441282e-309
590,3.28145351441282e-309
591,3.28145351441282e-309
592,3.28145351441282e-309
593,3.28145351441282e-309
594,3.28145351441282e-309
595,3.28145351441282e-309
596,3.28145351441282e-309
597,3.28145351441282e-309
598,3.28145351441282e-309
599,3.28145351441282e-309
600,3.28145351441282e-309
601,3.28145351441282e-309
602,3.28145351441282e-309
603,3.28145351441282e-309
604,3.28145351441282e-309
605,3.28145351441282e-309
606,3.28145351441282e-309
607,3.28145351441282e-309
608,3.28145351441282e-309
609,3.28145351441282e-309
610,3.28145351441282e-309
611,3.28145351441282e-309
612,3.28145351441282e-309
613,3.28145351441282e-309
614,3.28145351441282e-309
615,3.28145351441282e-309
616,3.28145351441282e-309
617,3.28145351441282e-309
618,3.28145351441282e-309
619,3.28145351441282e-309
620,3.28145351441282e-309
621,3.28145351441282e-309
622,3.28145351441282e-309
623,3.28145351441282e-309
624,3.28145351441282e-309
625,3.28145351441282e-309
626,3.28145351441282e-309
627,3.28145351441282e-309
628,3.28145351441282e-309
629,3.28145351441282e-309
630,3.28145351441282e-309
631,3.28145351441282e-309
632,3.28145351441282e-309
633,3.28145351441282e-309
634,3.28145351441282e-309
635,3.28145351441282e-309
636,3.28145351441282e-309
637,3.28145351441282e-309
638,3.28145351441282e-309
639,3.28145351441282e-309
640,3.28145351441282e-309
641,3.28145351441282e-309
642,3.28145351441282e-309
643,3.28145351441282e-309
644,3.28145351441282e-309
645,3.28145351441282e-309
646,3.28145351441282e-309
647,3.28145351441282e-309
648,3.28145351441282e-309
649,3.28145351441282e-309
650,3.28145351441282e-309
651,3.28145351441282e-309
652,3.28145351441282e-309
653,3.28145351441282e-309
654,3.28145351441282e-309
655,3.28145351441282e-309
656,3.28145351441282e-309
657,3.28145351441282e-309
658,3.28145351441282e-309
659,3.28145351441282e-309
660,3.28145351441282e-309
661,3.28145351441282e-309
662,3.28145351441282e-309
663,3.28145351441282e-309
664,3.28145351441282e-309
665,3.28145351441282e-309
666,3.28145351441282e-309
667,3.28145351441282e-309
668,3.28145351441282e-309
669,3.28145351441282e-309
670,3.28145351441282e-309
671,3.28145351441282e-309
672,3.28145351441282e-309
673,3.28145351441282e-309
674,3.28145351441282e-309
675,3.28145351441282e-309
676,3.28145351441282e-309
677,3.28145351441282e-309
678,3.28145351441282e-309
679,3.28145351441282e-309
680,3.28145351441282e-309
681,3.28145351441282e-309
682,3.28145351441282e-309
683,3.28145351441282e-309
684,3.28145351441282e-309
685,3.28145351441282e-309
686,3.28145351441282e-309
687,3.28145351441282e-309
688,3.28145351441282e-309
689,3.28145351441282e-309
690,3.28145351441282e-309
691,3.28145351441282e-309
692,3.28145351441282e-309
693,3.28145351441282e-309
694,3.28145351441282e-309
695,3.28145351441282e-309
696,3.28145351441282e-309
697,3.28145351441282e-309
698,3.28145351441282e-309
699,3.28145351441282e-309
700,3.28145351441282e-309
701,3.28145351441282e-309
702,3.28145351441282e-309
703,3.28145351441282e-309
704,3.28145351441282e-309
705,3.28145351441282e-309
706,3.28145351441282e-309
707,3.28145351441282e-309
708,3.28145351441282e-309
709,3.28145351441282e-309
710,3.28145351441282e-309
711,3.28145351441282e-309
712,3.28145351441282e-309
713,3.28145351441282e-309
714,3.28145351441282e-309
715,3.28145351441282e-309
716,3.28145351441282e-309
717,3.28145351441282e-309
718,3.28145351441282e-309
719,3.28145351441282e-309
720,3.28145351441282e-309
721,3.28145351441282e-309
722,3.28145351441282e-309
723,3.28145351441282e-309
724,3.28145351441282e-309
725,3.28145351441282e-309
726,3.28145351441282e-309
727,3.28145351441282e-309
728,3.28145351441282e-309
729,3.28145351441282e-309
730,3.28145351441282e-309
731,3.28145351441282e-309
732,3.28145351441282e-309
733,3.28145351441282e-309
734,3.28145351441282e-309
735,3.28145351441282e-309
736,3.28145351441282e-309
737,3.28145351441282e-309
738,3.28145351441282e-309
739,3.28145351441282e-309
740,3.28145351441282e-309
741,3.28145351441282e-309
742,3.28145351441282e-309
743,3.28145351441282e-309
744,3.28145351441282e-309
745,3.28145351441282e-309
746,3.28145351441282e-309
747,3.28145351441282e-309
748,3.28145351441282e-309
749,3.28145351441282e-309
750,3.28145351441282e-309
751,3.28145351441282e-309
752,3.28145351441282e-309
753,3.28145351441282e-309
754,3.28145351441282e-309
755,3.28145351441282e-309
756,3.28145351441282e-309
757,3.28145351441282e-309
758,3.28145351441282e-309
759,3.28145351441282e-309
760,3.28145351441282e-309
761,3.28145351441282e-309
762,3.28145351441282e-309
763,3.28145351441282e-309
764,3.28145351441282e-309
765,3.28145351441282e-309
766,3.28145351441282e-309
767,3.28145351441282e-309
768,3.28145351441282e-309
769,3.28145351441282e-309
770,3.28145351441282e-309
771,3.28145351441282e-309
772,3.28145351441282e-309
773,3.28145351441282e-309
774,3.28145351441282e-309
775,3.28145351441282e-309
776,3.28145351441282e-309
777,3.28145351441282e-309
778,3.28145351441282e-309
779,3.28145351441282e-309
780,3.28145351441282e-309
781,3.28145351441282e-309
782,3.28145351441282e-309
783,3.28145351441282e-309
784,3.28145351441282e-309
785,3.28145351441282e-309
786,3.28145351441282e-309
787,3.28145351441282e-309
788,3.28145351441282e-309
789,3.28145351441282e-309
790,3.28145351441282e-309
791,3.28145351441282e-309
792,3.28145351441282e-309
793,3.28145351441282e-309
794,3.28145351441282e-309
795,3.28145351441282e-309
796,3.28145351441282e-309
797,3.28145351441282e-309
798,3.28145351441282e-309
799,3.28145351441282e-309
800,3.28145351441282e-309
801,3.28145351441282e-309
802,3.28145351441282e-309
803,3.28145351441282e-309
804,3.28145351441282e-309
805,3.28145351441282e-309
806,3.28145351441282e-309
807,3.28145351441282e-309
808,3.28145351441282e-309
809,3.28145351441282e-309
810,3.28145351441282e-309
811,3.28145351441282e-309
812,3.28145351441282e-309
813,3.28145351441282e-309
814,3.28145351441282e-309
815,3.28145351441282e-309
816,3.28145351441282e-309
817,3.28145351441282e-309
818,3.28145351441282e-309
819,3.28145351441282e-309
820,3.28145351441282e-309
821,3.28145351441282e-309
822,3.28145351441282e-309
823,3.28145351441282e-309
824,3.28145351441282e-309
825,3.28145351441282e-309
826,3.28145351441282e-309
827,3.28145351441282e-309
828,3.28145351441282e-309
829,3.28145351441282e-309
830,3.28145351441282e-309
831,3.28145351441282e-309
832,3.28145351441282e-309
833,3.28145351441282e-309
834,3.28145351441282e-309
835,3.28145351441282e-309
836,3.28145351441282e-309
837,3.28145351441282e-309
838,3.28145351441282e-309
839,3.28145351441282e-309
840,3.28145351441282e-309
841,3.28145351441282e-309
842,3.28145351441282e-309
843,3.28145351441282e-309
844,3.28145351441282e-309
845,3.28145351441282e-309
846,3.28145351441282e-309
847,3.28145351441282e-309
848,3.28145351441282e-309
849,3.28145351441282e-309
850,3.28145351441282e-309
851,3.28145351441282e-309
852,3.28145351441282e-309
853,3.28145351441282e-309
854,3.28145351441282e-309
855,3.28145351441282e-309
856,3.28145351441282e-309
857,3.28145351441282e-309
858,3.28145351441282e-309
859,3.28145351441282e-309
860,3.28145351441282e-309
861,3.28145351441282e-309
862,3.28145351441282e-309
863,3.28145351441282e-309
864,3.28145351441282e-309
865,3.28145351441282e-309
866,3.28145351441282e-309
867,3.28145351441282e-309
868,3.28145351441282e-309
869,3.28145351441282e-309
870,3.28145351441282e-309
871,3.28145351441282e-309
872,3.28145351441282e-309
873,3.28145351441282e-309
874,3.28145351441282e-309
875,3.28145351441282e-309
876,3.28145351441282e-309
877,3.28145351441282e-309
878,3.28145351441282e-309
879,3.28145351441282e-309
880,3.28145351441282e-309
881,3.28145351441282e-309
882,3.28145351441282e-309
883,3.28145351441282e-309
884,3.28145351441282e-309
885,3.28145351441282e-309
886,3.28145351441282e-309
887,3.28145351441282e-309
888,3.28145351441282e-309
889,3.28145351441282e-309
890,3.28145351441282e-309
891,3.28145351441282e-309
892,3.28145351441282e-309
893,3.28145351441282e-309
894,3.28145351441282e-309
895,3.28145351441282e-309
896,3.28145351441282e-309
897,3.28145351441282e-309
898,3.28145351441282e-309
899,3.28145351441282e-309
900,3.28145351441282e-309
901,3.28145351441282e-309
902,3.28145351441282e-309
903,3.28145351441282e-309
904,3.28145351441282e-309
905,3.28145351441282e-309
906,3.28145351441282e-309
907,3.28145351441282e-309
908,3.28145351441282e-309
909,3.28145351441282e-309
910,3.28145351441282e-309
911,3.28145351441282e-309
912,3.28145351441282e-309
913,3.28145351441282e-309
914,3.28145351441282e-309
915,3.28145351441282e-309
916,3.28145351441282e-309
917,3.28145351441282e-309
918,3.28145351441282e-309
919,3.28145351441282e-309
920,3.28145351441282e-309
921,3.28145351441282e-309
922,3.28145351441282e-309
923,3.28145351441282e-309
924,3.28145351441282e-309
925,3.28145351441282e-309
926,3.28145351441282e-309
927,3.28145351441282e-309
928,3.28145351441282e-309
929,3.28145351441282e-309
930,3.28145351441282e-309
931,3.28145351441282e-309
932,3.28145351441282e-309
933,3.28145351441282e-309
934,3.28145351441282e-309
935,3.28145351441282e-309
936,3.28145351441282e-309
937,3.28145351441282e-309
938,3.28145351441282e-309
939,3.28145351441282e-309
940,3.28145351441282e-309
941,3.28145351441282e-309
942,3.28145351441282e-309
943,3.28145351441282e-309
944,3.28145351441282e-309
945,3.28145351441282e-309
946,3.28145351441282e-309
947,3.28145351441282e-309
948,3.28145351441282e-309
949,3.28145351441282e-309
950,3.28145351441282e-309
951,3.28145351441282e-309
952,3.28145351441282e-309
953,3.28145351441282e-309
954,3.28145351441282e-309
955,3.28145351441282e-309
956,3.28145351441282e-309
957,3.28145351441282e-309
958,3.28145351441282e-309
959,3.28145351441282e-309
960,3.28145351441282e-309
961,3.28145351441282e-309
962,3.28145351441282e-309
963,3.28145351441282e-309
964,3.28145351441282e-309
965,3.28145351441282e-309
966,3.28145351441282e-309
967,3.28145351441282e-309
968,3.28145351441282e-309
969,3.28145351441282e-309
970,3.28145351441282e-309
971,3.28145351441282e-309
972,3.28145351441282e-309
973,3.28145351441282e-309
974,3.28145351441282e-309
975,3.28145351441282e-309
976,3.28145351441282e-309
977,3.28145351441282e-309
978,3.28145351441282e-309
979,3.28145351441282e-309
980,3.28145351441282e-309
981,3.28145351441282e-309
982,3.28145351441282e-309
983,3.28145351441282e-309
984,3.28145351441282e-309
985,3.28145351441282e-309
986,3.28145351441282e-309
987,3.28145351441282e-309
988,3.28145351441282e-309
989,3.28145351441282e-309
990,3.28145351441282e-309
991,3.28145351441282e-309
992,3.28145351441282e-309
993,3.28145351441282e-309
994,3.28145351441282e-309
995,3.28145351441282e-309
996,3.28145351441282e-309
997,3.28145351441282e-309
998,3.28145351441282e-309
999,3.28145351441282e-309
1000,3.28145351441282e-309
1001,3.28145351441282e-309
1002,3.28145351441282e-309
1003,3.28145351441282e-309
1004,3.28145351441282e-309
1005,3.28145351441282e-309
1006,3.28145351441282e-309
1007,3.28145351441282e-309
1008,3.28145351441282e-309
1009,3.28145351441282e-309
1010,3.28145351441282e-309
1011,3.28145351441282e-309
1012,3.28145351441282e-309
1013,3.28145351441282e-309
1014,3.28145351441282e-309
1015,3.28145351441282e-309
1016,3.28145351441282e-309
1017,3.28145351441282e-309
1018,3.28145351441282e-309
1019,3.28145351441282e-309
1020,3.28145351441282e-309
1021,3.28145351441282e-309
1022,3.28145351441282e-309
1023,3.28145351441282e-309
1024,3.28145351441282e-309
1025,3.28145351441282e-309
1026,3.28145351441282e-309
1027,3.28145351441282e-309
1028,3.28145351441282e-309
1029,3.28145351441282e-309
1030,3.28145351441282e-309
1031,3.28145351441282e-309
1032,3.28145351441282e-309
1033,3.28145351441282e-309
1034,3.28145351441282e-309
1035,3.28145351441282e-309
1036,3.28145351441282e-309
1037,3.28145351441282e-309
1038,3.28145351441282e-309
1039,3.28145351441282e-309
1040,3.28145351441282e-309
1041,3.28145351441282e-309
1042,3.28145351441282e-309
1043,3.28145351441282e-309
1044,3.28145351441282e-309
1045,3.28145351441282e-309
1046,3.28145351441282e-309
1047,3.28145351441282e-309
1048,3.28145351441282e-309
1049,3.28145351441282e-309
1050,3.28145351441282e-309
1051,3.28145351441282e-309
1052,3.28145351441282e-309
1053,3.28145351441282e-309
1054,3.28145351441282e-309
1055,3.28145351441282e-309
1056,3.28145351441282e-309
1057,3.28145351441282e-309
1058,3.28145351441282e-309
1059,3.28145351441282e-309
1060,3.28145351441282e-309
1061,3.28145351441282e-309
1062,3.28145351441282e-309
1063,3.28145351441282e-309
1064,3.28145351441282e-309
1065,3.28145351441282e-309
